District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
COLUSA UNIFIED SCH DIST,19745,1130,226,0,35,0,7,62,114,721,0,0,0,0,14204,11135,9,0,104,0,0,20,54,0,0,2417,0,0,465,0,4411,0,3957,0,0,0,0,26,4,0,0,110,0,0,0,10,4,0,90,0
MAXWELL UNIF SCH DIST,4941,321,43,0,15,0,2,23,46,177,0,0,0,30,3061,2428,3,0,23,0,0,13,15,0,0,455,0,0,124,0,1559,0,1415,0,0,0,0,14,9,0,0,21,0,0,0,0,0,0,32,0
WILLIAMS UNIFIED SCH DIST,20783,2331,1156,0,20,0,0,109,184,882,0,0,0,0,13480,10825,9,0,91,0,0,14,63,0,0,2061,0,0,417,0,4972,0,3861,0,0,0,0,13,5,0,13,94,0,0,0,0,0,0,276,0
PIERCE J. T. UNIFIED SCHOOL DIST,21147,987,288,0,44,0,10,52,19,618,0,0,0,0,13595,10789,13,0,104,0,0,28,47,0,0,2173,0,0,441,0,6565,0,5607,0,0,0,0,39,0,0,0,89,0,0,0,0,28,0,400,0
ACALANES UNION HIGH SCHOOL DIST,100233,1734,148,1057,64,0,55,43,134,165,0,0,0,132,14213,5046,22,0,398,0,0,0,10,0,0,6415,0,0,2322,0,84286,0,59486,0,0,0,10468,2531,1483,491,0,1184,0,0,0,0,1011,0,985,0
ANTIOCH UNIFIED SCH DIST,235844,15653,4703,3248,615,0,127,619,1015,5941,0,0,0,0,155829,119513,115,0,1119,0,0,0,428,3816,0,25042,0,0,5796,0,64362,0,51508,0,0,0,895,4265,1754,3,0,1041,0,0,0,13,313,0,912,0
BRENTWOOD SCHOOL DISTRICT,111262,3979,635,1777,154,0,0,113,0,1454,0,0,0,0,69032,51885,48,0,653,0,0,0,106,0,0,13423,0,0,2917,0,38251,0,27632,0,0,0,0,2469,1110,0,43,1112,0,0,0,0,330,0,1106,0
BYRON UNION ELEM SCH DIST,21554,674,122,304,3,0,0,11,1,236,0,0,0,0,11772,8808,9,0,109,0,0,0,17,0,0,2379,0,0,450,0,9108,0,6871,0,0,0,0,0,66,0,56,205,0,0,0,947,69,0,85,0
CANYON ELEM SCH DIST,954,48,0,13,0,0,0,0,30,5,0,0,0,0,619,499,1,0,5,0,0,0,0,0,0,90,0,0,24,0,287,0,128,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,5,0
JOHN SWETT UNIFIED SCH DIST,25175,1087,304,297,88,0,0,31,3,451,0,1,0,0,8729,6289,11,4,108,0,0,0,114,0,0,1721,0,0,482,0,15359,0,12816,0,0,0,0,403,472,0,0,69,0,0,0,53,27,0,1168,0
KNIGHTSEN ELEM SCH DIST,7324,315,63,115,12,0,0,0,55,82,0,0,0,0,3869,2843,4,0,43,0,0,0,6,0,0,796,0,0,177,0,3140,0,2310,0,0,0,0,315,152,0,0,34,0,0,0,0,0,0,29,0
LAFAYETTE ELEM SCH DIST,49708,769,52,680,35,0,0,27,10,0,0,0,0,0,12544,7628,20,0,253,0,0,0,0,0,0,3404,0,0,1239,0,36395,0,23940,0,0,0,4847,985,981,0,0,0,0,0,0,0,361,0,1266,0
LIBERTY UNION HIGH SCHOOL DIST,118902,3100,480,1534,141,0,112,47,189,738,0,0,0,0,58877,42591,45,23,574,0,0,7,52,0,0,13102,0,0,2483,0,56925,0,43228,0,0,0,0,2567,1715,101,138,712,0,0,0,183,340,0,1903,0
MARTINEZ UNIFIED SCHOOL DISTRICT,61259,1946,336,807,40,0,102,35,141,446,0,0,79,0,23107,13615,21,0,293,0,0,0,33,0,0,7834,0,0,1311,0,36206,0,29062,0,0,0,515,2936,0,291,0,477,0,0,0,119,208,0,1549,0
MORAGA SCHOOL DISTRICT,27091,399,33,353,18,0,0,8,0,5,0,0,0,0,7165,4592,15,0,140,0,0,0,0,0,0,1752,0,0,666,0,19527,0,12023,0,0,0,2980,607,85,0,0,5,0,0,0,0,210,0,483,0
MT DIABLO UNIFIED SCHOOL DISTRICT,479186,26708,6267,7671,764,0,198,828,3617,7886,0,0,0,241,235385,144026,188,17990,2186,0,0,0,518,3968,0,55372,0,0,11137,0,217093,0,186812,0,0,0,0,0,8543,975,0,2961,0,0,0,10,1418,0,3514,0
OAKLEY UNION ELEMENTARY SCHOOL DISTRICT,63436,2697,361,1049,112,0,0,87,109,1091,0,0,0,0,35872,27849,35,0,376,0,0,0,80,0,0,5846,0,0,1686,0,24867,0,18684,0,0,0,0,1544,759,0,0,453,0,0,0,0,9,0,987,0
ORINDA UNION ELEMENTARY SCHOOL DISTRICT,35598,484,0,484,25,0,0,0,0,0,0,0,0,0,10557,6675,16,0,182,0,0,0,0,0,0,2726,0,0,958,0,24557,0,14185,0,0,0,3854,830,103,0,0,0,0,0,0,430,118,0,234,0
PITTSBURG UNIFIED SCHOOL DISTRICT,177750,11474,2891,2305,200,0,109,380,957,4832,0,0,0,0,123663,99860,65,0,803,0,0,0,334,0,0,18565,0,0,4036,0,42613,0,30283,0,0,0,1387,3146,4529,132,0,370,0,0,0,0,219,0,1533,0
WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT,508918,32602,7104,7388,1030,0,184,1221,5802,10816,0,0,0,87,252794,189786,215,18088,2488,0,0,0,897,1411,0,29482,0,0,10427,0,223522,0,171216,0,0,0,15265,0,19775,167,0,1147,0,0,0,12,960,0,6296,0
SAN RAMON VALLEY UNIFIED SCHOOL DISTRICT,430213,7081,580,5309,266,0,76,170,84,862,0,0,0,0,153279,90087,169,19454,2291,0,0,0,39,3532,0,27300,0,0,10407,0,269853,0,213431,0,0,0,6834,1846,2374,0,0,5410,0,0,0,883,2260,0,9649,0
WALNUT CREEK ELEM SCHOOL DISTRICT,45361,1103,182,678,50,0,0,36,11,196,0,0,0,0,8261,3607,19,0,253,0,0,0,10,0,0,3211,0,0,1161,0,35997,0,30183,0,0,0,1212,1012,783,0,0,615,0,0,0,0,108,0,459,0
DEL NORTE CO UNIF SCH DIST,54326,5641,1488,871,182,0,47,25,653,2254,0,0,154,149,35651,27034,41,130,251,0,0,5,134,0,0,6766,0,0,1290,0,13034,0,8718,0,0,0,0,1905,1091,0,0,57,0,0,0,0,23,0,272,0
BUCKEYE UNION SCH DIST,64403,1375,281,390,63,0,0,26,185,405,0,0,0,88,35675,27992,28,0,333,0,0,0,27,0,0,5856,0,0,1439,0,27353,0,17743,0,0,0,1549,0,2086,0,171,721,0,0,0,66,40,0,342,0
GOLD TRAIL UNION ELEM SCH DIST,7947,222,32,55,7,0,0,0,10,112,0,0,0,13,4972,3817,6,0,45,0,0,0,9,0,0,894,0,0,201,0,2753,0,2219,0,0,0,0,160,0,0,29,70,0,0,0,0,15,0,20,0
CAMINO UNION ELEM,5948,357,50,33,11,0,0,0,96,169,0,0,0,9,3607,2683,3,0,33,0,0,0,13,0,0,720,0,0,155,0,1984,0,1703,0,0,0,0,88,0,0,7,20,0,0,0,0,2,0,23,0
EL DORADO UN HIGH SCHOOL DIST,90446,2468,675,898,152,0,116,9,48,601,0,0,0,121,42082,30386,39,0,478,0,0,11,40,0,0,8849,0,0,2279,0,45896,0,37018,0,0,0,2017,1453,1,0,170,1130,0,0,0,67,168,301,289,0
BLACK OAK MINE UNIF SCH DIST,16215,772,160,102,30,0,9,0,190,288,0,0,0,23,6946,4840,12,0,78,0,0,0,21,0,0,1614,0,0,381,0,8497,0,7176,0,0,0,0,248,0,0,39,80,0,0,0,133,7,0,94,0
GOLD OAK UN ELEM SCH DIST,5808,254,68,35,13,0,0,0,38,104,0,0,0,9,3241,2444,3,0,33,0,0,0,7,0,0,620,0,0,134,0,2313,0,2071,0,0,0,0,37,0,0,10,53,0,0,0,0,20,0,13,0
INDIAN DIGGINGS ELEM SCH,322,16,0,0,0,0,0,0,16,0,0,0,0,0,209,146,0,0,1,0,0,0,0,0,0,53,0,0,9,0,97,0,79,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,4,0
LAKE TAHOE UNI SCH DIST,56790,2937,686,1057,111,0,21,123,47,933,0,0,0,70,26178,15893,28,2338,253,0,0,0,121,0,0,6122,0,0,1423,0,27675,0,24944,0,0,0,0,111,80,0,101,286,0,0,0,105,169,0,223,0
LATROBE ELEM SCH DIST,2901,38,0,9,5,0,0,0,26,0,0,0,0,3,460,152,1,0,10,0,0,0,0,0,0,237,0,0,60,0,2403,0,1990,0,0,0,0,26,0,0,5,6,0,0,0,0,0,0,34,0
MOTHER LODE UNION ELEM SCH DT,16687,705,258,81,30,0,0,0,25,322,0,0,0,19,8493,5532,9,0,73,0,0,0,23,1222,0,1323,0,0,311,0,7489,0,4485,0,0,0,0,113,0,0,38,65,0,0,0,2,0,2063,94,0
PIONEER UNION SCH DIST,4210,268,96,26,14,0,0,0,31,109,0,0,0,6,1833,1176,3,0,21,0,0,0,8,0,0,533,0,0,92,0,2109,0,1907,0,0,0,0,15,0,0,4,17,0,0,0,0,0,0,29,0
PLACERVILLE UNION ELEM SCH DT,16214,935,304,89,15,0,0,18,25,461,0,0,0,38,9705,7407,10,0,93,0,0,0,35,0,0,1757,0,0,403,0,5574,0,4645,0,0,0,0,473,0,0,20,84,0,0,0,0,14,0,91,0
POLLOCK PINES ELEM SCH DIST,8775,430,106,87,18,0,0,0,10,214,0,0,0,13,5036,3874,5,0,46,0,0,0,16,0,0,877,0,0,218,0,3309,0,2553,0,0,0,0,426,0,0,17,52,0,0,0,0,0,0,45,0
RESCUE ELEMENTARY SCHOOL DISTRICT,42980,1213,305,272,68,0,0,16,62,490,0,0,0,68,23845,17845,23,0,261,0,0,0,25,0,0,4545,0,0,1146,0,17922,0,13626,0,0,0,850,912,0,0,113,743,0,0,0,0,170,0,226,0
SILVER FORK ELEM SCH DIST,529,20,0,0,0,0,0,0,17,3,0,0,0,0,242,198,0,0,0,0,0,0,0,0,0,35,0,0,9,0,267,0,235,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,18,0
CENTRAL SIERRA ROP JPA,458,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,410,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,4,0
ALVINA ELEM SCH DIST,2401,119,64,26,7,0,0,0,29,0,0,0,0,0,1996,1825,2,0,14,0,0,0,0,0,0,155,0,0,0,0,286,0,220,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,13,0
BIG CREEK ELEM SCH DIST,1886,231,24,17,3,0,0,0,24,0,0,159,0,7,344,234,2,0,2,0,0,0,0,0,0,74,0,0,32,0,1311,0,950,0,0,0,0,12,0,0,0,10,0,0,0,55,183,0,43,0
BURREL UNION ELEM SCH DIST,2046,207,45,16,6,0,0,17,9,120,0,0,0,0,1240,876,1,0,9,0,0,0,9,0,0,301,0,0,44,0,599,0,507,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,0
CHAWANAKEE JOINT UNIFIED SCHOOL DISTRICT,33902,689,180,69,39,0,9,0,52,299,0,0,38,42,11525,9359,10,0,82,0,0,24,23,0,0,1640,0,0,387,0,21688,0,4680,0,0,0,0,242,0,0,0,117,0,0,0,5,24,0,92,0
CLAY JOINT ELEM SCH DIST,2675,108,34,24,3,0,0,2,37,11,0,0,0,0,2159,1855,1,0,17,0,0,0,1,0,0,218,0,0,67,0,408,0,219,0,0,0,0,65,0,0,0,20,0,0,0,0,0,0,32,0
CLOVIS UNIFIED SCHOOL DISTRICT,612651,29386,8108,7738,1580,0,277,342,2929,9873,0,0,119,0,407747,299912,312,23846,3066,0,0,18,728,16834,0,49029,0,0,14002,0,175518,0,118230,0,0,0,0,1430,2519,1329,0,4247,0,0,0,14915,79,0,4605,0
FIREBAUGH-LAS DELTAS UNIFIED SCHOOL DIST,42241,3904,1098,357,115,0,27,64,494,1864,0,0,0,0,30169,21063,19,0,127,0,0,33,137,3231,0,4728,0,0,831,0,8168,0,5424,0,0,0,0,833,255,0,0,62,0,0,0,0,25,735,300,0
FOWLER UNIFIED SCH DIST,38806,3024,865,412,99,0,22,66,104,1555,0,0,0,0,25202,21654,19,0,128,0,0,9,99,0,0,2432,0,0,861,0,10580,0,7005,0,0,0,0,1295,968,0,0,201,0,0,0,19,10,0,457,0
FRESNO UNIFIED SCH DIST,1154034,130179,49321,15755,2935,0,1175,1600,12072,50196,0,0,60,0,881923,695525,500,39439,4935,0,0,0,3303,8656,0,102469,0,0,27096,0,141932,0,107242,0,0,0,0,0,7855,215,0,136,0,0,0,1044,321,0,9198,0
KERMAN UNIF SCH DIST,74615,6170,2082,979,257,0,57,172,339,2541,0,0,0,0,56724,50203,34,0,340,0,0,22,234,0,0,4269,0,0,1622,0,11721,0,7683,0,0,0,0,1671,1,0,0,379,0,0,0,0,0,0,965,0
KINGSBURG JOINT UNION ELEMENTARY SCHOOL DISTRICT,26768,2163,778,493,93,0,0,52,122,718,0,0,0,0,19458,17696,16,0,219,0,0,0,54,0,0,1473,0,0,0,0,5147,0,3464,0,0,0,0,654,195,0,0,151,0,0,0,0,0,0,200,0
KINGSBURG JT UN HIGH SCHOOL DIST,17864,842,535,177,54,0,37,0,39,54,0,0,0,0,9904,7889,6,0,80,0,0,18,4,0,0,1511,0,0,396,0,7118,0,5645,0,0,0,0,534,286,0,0,0,0,0,0,0,42,0,238,0
LATON JT UNIF SCHOOL DISTRICT,10506,907,314,179,39,0,9,26,12,367,0,0,0,0,7154,6203,7,0,46,0,0,16,26,0,0,601,0,0,255,0,2445,0,1610,0,0,0,0,316,0,0,0,26,0,0,0,0,1,0,289,0
MENDOTA UNIFIED SCHOOL DIST,73601,6135,2111,319,203,0,43,370,527,2765,0,0,0,0,60500,36611,21,0,234,0,0,27,226,17461,0,4854,0,0,1066,0,6966,0,5498,0,0,0,0,0,1,0,0,161,0,0,0,0,0,0,781,0
MONROE ELEM SCH DIST,2597,323,134,22,11,0,0,11,4,152,0,0,0,0,2023,1678,2,0,11,0,0,0,9,0,0,268,0,0,55,0,251,0,155,0,0,0,0,66,0,0,0,1,0,0,0,0,0,0,19,0
ORANGE CENTER SCHOOL DISTRICT,6026,447,167,69,22,0,0,1,104,106,0,0,0,0,4039,3173,2,0,21,0,0,0,234,0,0,503,0,0,106,0,1540,0,619,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,64,0
PARLIER UNIFIED SCH DIST,52965,6701,2784,690,250,0,55,0,281,2891,0,0,0,0,41998,37365,23,0,265,0,0,17,221,0,0,2904,0,0,1203,0,4266,0,1825,0,0,0,0,1309,344,0,0,71,0,0,0,0,15,0,300,0
PINE RIDGE ELEM SCH DIST,2712,105,8,21,3,0,0,0,52,12,0,0,0,12,439,224,3,0,7,0,0,0,1,0,0,146,0,0,58,0,2168,0,1953,0,0,0,0,42,0,0,0,19,0,0,0,21,0,0,105,0
RAISIN CITY ELEM SCH DIST,5116,678,256,60,28,0,0,21,6,335,0,0,0,0,3654,3201,3,0,19,0,0,0,28,0,0,403,0,0,0,0,784,0,669,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,69,0
KINGS CANYON UNIFIED SCHOOL DIST,156088,14299,5011,1435,647,0,128,621,1030,5888,0,0,3,183,117985,96387,70,3223,694,0,0,9,475,0,0,13750,0,0,3377,0,23804,0,14749,0,0,0,0,3234,1141,0,0,362,0,0,0,6,0,0,885,0
SANGER UNIF SCH DIST,185761,14125,3531,1762,480,0,109,262,1728,6721,0,0,0,12,135292,110244,77,0,878,0,0,15,487,0,0,19543,0,0,4048,0,36344,0,21523,0,0,0,0,3968,522,88,0,482,0,0,0,0,81,0,1673,0
SELMA UNIFIED SCH DIST,98247,9284,2995,1432,553,0,74,160,514,4109,0,0,0,0,75551,62212,52,114,571,0,0,8,262,0,0,9860,0,0,2472,0,13412,0,7735,0,0,0,0,2469,784,0,0,301,0,0,0,17,21,0,361,0
SIERRA UNIFIED SCHOOL DISTRICT,19112,1456,349,315,48,0,1,0,382,41,0,177,39,152,8388,5764,0,0,135,0,0,17,0,0,0,1956,0,0,516,0,9268,0,8077,0,0,0,0,396,1,26,0,138,0,0,0,123,41,0,61,0
GOLDEN PLAINS UNIFIED SCH DIST,27202,3065,1075,277,118,0,22,37,199,1455,0,0,0,0,17457,14641,17,0,82,0,0,8,117,0,0,1947,0,0,645,0,6680,0,5433,0,0,0,0,499,233,0,0,36,0,0,0,0,56,0,201,0
WASHINGTON COLONY ELEM SCHOOL DIST,6661,663,189,124,19,0,0,22,12,316,0,0,0,0,5376,4467,3,0,32,0,0,0,19,0,0,726,0,0,129,0,622,0,346,0,0,0,0,118,0,0,0,7,0,0,0,0,0,0,77,0
WASHINGTON UNIFIED SCHOOL DISTRICT,44926,4689,1884,535,153,0,61,160,410,1639,0,0,0,0,31459,25320,18,0,176,0,0,16,121,0,0,4908,0,0,900,0,8778,0,4268,0,0,0,0,779,1631,0,0,0,0,0,0,10,22,0,241,0
WEST PARK ELEM SCH DIST,11048,627,175,86,16,0,0,2,11,353,0,0,0,0,9734,7768,4,0,47,0,0,0,20,527,0,1180,0,0,188,0,687,0,294,0,0,0,0,196,0,0,0,2,0,0,0,0,0,0,122,0
WESTSIDE ELEM SCH DIST,4370,369,144,44,10,0,0,19,12,150,0,0,0,0,3030,2441,3,0,13,0,0,0,8,0,0,485,0,0,80,0,971,0,801,0,0,0,0,0,0,0,0,2,0,0,0,40,17,0,45,0
CENTER FOR ADVANCED RESEARCH AND TECHNOLOGY,4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4492,0,0,0,0,0,0,537,3888,0,0,0,0,0,0,30,0,0,32,0
VALLEY ROP JPA,8681,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,6654,0,0,0,0,0,0,5425,0,0,0,0,0,0,0,289,0,0,22,0
RIVERDALE JOINT UNIFIED SCHOOL DISTRICT,24836,2113,664,282,69,0,0,87,129,951,0,0,0,0,16819,13857,11,0,111,0,0,14,71,0,0,2237,0,0,518,0,5904,0,4532,0,0,0,0,667,1,0,0,71,0,0,0,0,4,0,269,0
CENTRAL VALLEY PRE-SCHOOL JPA,479,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
CARUTHERS UNIFIED SCHOOL DISTRICT,24594,2454,619,270,0,0,0,26,32,1507,0,0,0,0,17248,14662,0,0,95,0,0,12,104,0,0,1867,0,0,508,0,4892,0,3225,0,0,0,0,1245,0,0,0,7,0,0,0,2,31,0,303,0
SOUTHWEST TRANSPORTATION AGENCY,5480,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,4401,0,0,0,0,0,0,2645,217,0,0,0,0,0,0,1178,0,0,35,0
SOUTH COUNTY SUPPORT SERVICES AGENCY,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4265,0,0,0,0,0,0,3372,0,0,0,0,0,0,0,267,0,0,60,0
CENTRAL VALLEY SUPPORT SERVICES JPA,6343,1694,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,2505,0
PACIFIC ELEM SCH DIST,5830,599,249,66,10,0,0,20,0,264,0,0,0,0,4497,3862,3,0,29,0,0,0,20,0,0,471,0,0,112,0,734,0,490,0,0,0,0,120,0,0,0,15,0,0,0,0,0,0,55,0
CENTRAL UNIFIED SCHOOL DIST,229503,17740,5679,2860,639,0,169,249,924,7859,0,0,0,0,169715,137696,108,0,1108,0,0,26,548,2148,0,23049,0,0,5032,0,42048,0,26361,0,0,0,0,5608,177,0,0,262,0,0,0,48,45,0,1785,0
COALINGA HURON JT UNIFIED SCH DIST,69620,5936,2001,938,138,0,56,163,947,1831,0,0,0,0,50946,41474,33,0,303,0,0,4,132,2515,0,4930,0,0,1555,0,12738,0,8087,0,0,0,0,1771,504,0,0,97,0,0,0,0,33,0,876,0
CAPAY JT UNION ELEM SCH DIST,2437,155,38,0,5,0,0,0,54,62,0,0,0,1,1875,1493,2,0,13,0,0,0,15,0,0,301,0,0,51,0,407,0,263,0,0,0,0,85,0,0,0,35,0,0,0,0,0,0,21,0
HAMILTON UNIFIED SCHOOL DISTRICT,9661,728,186,0,25,0,7,18,93,422,0,0,0,2,7099,6096,4,0,51,0,0,20,28,0,0,652,0,0,248,0,1834,0,1618,0,0,0,0,13,0,2,0,32,0,0,0,0,0,0,44,0
LAKE ELEM SCH DIST,3044,147,2,0,6,0,0,2,72,70,0,0,0,1,1558,1395,1,0,14,0,0,0,5,0,0,97,0,0,46,0,1339,0,199,0,0,0,0,72,0,0,0,47,0,0,0,0,0,0,37,0
PLAZA ELEM SCH DIST,2683,148,12,0,3,0,0,2,44,89,0,0,0,1,1656,1365,2,0,15,0,0,0,7,120,0,99,0,0,48,0,879,0,496,0,0,0,0,269,0,0,0,38,0,0,0,0,0,0,23,0
WILLOWS UNIFIED SCH DIST,18478,1157,363,0,57,0,14,39,95,611,0,0,0,35,11983,10477,8,0,146,0,0,24,47,0,0,820,0,0,461,0,5338,0,4810,0,0,0,0,0,0,0,0,36,0,0,0,6,36,0,169,0
ORLAND JOINT UNIFIED SCHOOL DISTRICT,31588,2547,788,279,86,0,24,83,163,1194,0,0,0,16,21577,18029,15,0,158,0,0,20,93,0,0,2555,0,0,707,0,7464,0,6035,0,0,0,0,562,0,0,0,55,0,0,0,0,11,0,161,0
PRINCETON JT UNIFIED SCH DIST,2710,123,23,0,9,0,1,3,43,50,0,0,0,3,1091,861,1,0,11,0,0,5,4,0,0,149,0,0,60,0,1496,0,1424,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,26,0
STONEY CREEK JT UNIF SCH DIST,2338,477,66,0,9,0,0,0,29,37,0,274,10,61,1390,1239,2,0,5,0,0,11,3,0,0,81,0,0,49,0,471,0,375,0,0,0,0,26,0,0,0,1,0,0,0,0,1,0,30,0
ARCATA ELEM SCH DIST,16888,1489,606,180,59,0,0,0,282,421,0,0,0,0,9470,7309,13,0,79,0,0,0,26,0,0,1694,0,0,349,0,5929,0,2794,0,0,0,246,655,719,0,0,146,0,0,0,0,131,0,131,0
NORTHERN HUMBOLDT UHSD,25482,1239,254,326,45,0,39,0,357,167,0,0,86,10,12749,9369,14,0,110,0,0,12,14,0,0,2606,0,0,624,0,11494,0,7766,0,0,0,0,761,691,14,0,45,0,0,0,391,38,0,259,0
BLUE LAKE ELEM SCH DIST,2606,226,20,52,4,0,0,0,33,117,0,0,0,4,1200,785,2,0,11,0,0,0,5,0,0,337,0,0,60,0,1180,0,962,0,0,0,0,109,0,0,0,9,0,0,0,0,0,0,19,0
BRIDGEVILLE ELEM SCH DIST,680,85,22,6,2,0,0,0,23,21,0,0,0,13,378,287,1,0,2,0,0,0,2,0,0,70,0,0,16,0,217,0,164,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0
CUDDEBACK ELEM SCH DIST,1910,127,25,22,3,0,0,0,40,40,0,0,0,0,1323,1002,2,0,10,0,0,0,3,0,0,266,0,0,40,0,460,0,301,0,0,0,0,48,0,0,0,23,0,0,0,0,0,0,21,0
CUTTEN ELEM SCH DIST,6991,491,266,66,35,0,0,0,38,121,0,0,0,0,5169,4218,5,0,43,0,0,0,9,0,0,731,0,0,163,0,1331,0,982,0,0,0,0,138,0,0,0,46,0,0,0,0,7,0,85,0
FIELDBROOK ELEM SCH DIST,1724,94,19,22,3,0,0,0,23,30,0,0,0,0,1078,842,1,0,10,0,0,0,2,0,0,183,0,0,40,0,552,0,455,0,0,0,0,31,0,0,0,14,0,0,0,0,0,0,17,0
FORTUNA ELEMENTARY SCHOOL DISTRICT,16524,1214,271,275,51,0,0,30,139,499,0,0,0,0,10683,8495,13,0,80,0,0,0,103,0,0,1614,0,0,378,0,4627,0,3552,0,0,0,0,106,204,0,0,34,0,0,0,0,16,0,174,0
FORTUNA UNION HIGH SCHOOL DIST,17987,601,235,176,36,0,30,0,12,136,0,0,0,12,10852,6217,7,0,74,0,0,14,12,814,0,3370,0,0,344,0,6534,0,5014,0,0,0,0,804,187,0,0,45,0,0,0,9,12,0,176,0
FRESHWATER ELEM SCH DIST,4361,207,53,48,9,0,0,0,41,65,0,0,0,0,2880,2339,3,0,25,0,0,0,5,0,0,414,0,0,94,0,1274,0,809,0,0,0,0,113,0,0,0,43,0,0,0,0,0,0,35,0
GARFIELD ELEM SCH DIST,834,42,0,18,1,0,0,0,16,8,0,0,0,0,678,552,1,0,4,0,0,0,0,0,0,102,0,0,19,0,114,0,40,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,9,0
GREEN POINT ELEM SCH DIST,291,18,0,3,1,0,0,0,15,0,0,0,0,0,201,170,0,0,1,0,0,0,0,0,0,24,0,0,6,0,72,0,54,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
HYDESVILLE ELEM SCH DIST,2135,107,21,23,3,0,0,0,36,27,0,0,0,0,1358,1062,2,0,13,0,0,0,2,0,0,230,0,0,49,0,670,0,541,0,0,0,0,39,0,0,0,28,0,0,0,0,0,0,6,0
JACOBY CREEK ELEM SCH DIST,5079,189,21,57,4,0,0,0,53,58,0,0,0,0,3420,2905,3,0,33,0,0,0,4,0,0,475,0,0,0,0,1470,0,1000,0,0,0,0,109,2,0,0,37,0,0,0,0,2,0,50,0
KLAMATH TRINITY JT UNIFIED JT SCH DIST,26136,8539,510,203,54,0,7,0,58,535,0,6829,211,186,11714,9368,15,0,104,0,0,0,28,0,0,1703,0,0,496,0,5883,0,2302,0,0,0,0,535,2,0,0,0,0,0,0,3,0,0,187,0
KNEELAND ELEM SCH DIST,407,19,0,5,1,0,0,0,14,0,0,0,0,0,283,239,0,0,1,0,0,0,0,0,0,35,0,0,8,0,105,0,81,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0
LOLETA UNION ELEM SCH DIST,2600,911,74,35,7,0,0,0,12,83,0,698,9,0,1163,901,2,0,8,0,0,0,77,0,0,175,0,0,0,0,526,0,358,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,16,0
MAPLE CREEK SCH DIST,405,29,0,1,0,0,0,0,17,0,0,0,0,11,327,294,0,0,0,0,0,0,0,0,0,24,0,0,9,0,49,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,10,0
MATTOLE UNIFIED SCHOOL DISTRICT,1923,39,0,31,1,0,0,0,0,8,0,0,0,0,1009,458,1,0,4,0,0,0,1,0,0,511,0,0,34,0,875,0,742,0,0,0,0,38,0,0,0,11,0,0,0,0,0,0,68,0
MCKINLEYVILLE UNION ELEM SCH DIST,15217,1281,294,255,45,0,0,0,314,418,0,0,0,0,7066,5095,11,0,79,0,0,0,89,0,0,1441,0,0,351,0,6870,0,5689,0,0,0,0,782,0,0,0,102,0,0,0,0,0,0,35,0
ORICK ELEM SCH DIST,535,53,20,6,2,0,0,0,12,15,0,0,0,0,334,282,0,0,1,0,0,0,1,0,0,35,0,0,15,0,148,0,96,0,0,0,0,11,0,0,0,1,0,0,0,0,6,0,15,0
BIG LAGOON ELEM SCH DIST,610,42,0,3,1,0,0,0,13,26,0,0,0,0,334,259,1,0,1,0,0,0,1,0,0,60,0,0,12,0,234,0,184,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,10,0
